ORDERNUMBER,Customer Name,Sales,Quantity Ordered,Price Each,MSRP,Mark Up/Down,Product Line,Order Line Number,Product Code,Order Date,Month,Year,Status,Quarter ID,Deal Size,Small Deal,Medium Deal,Large Deal,Contact Last Name,Contact First Name,Phone,Address,City,State,Postal Code,Country,Territory,Classic Cars,Motorcycles,Planes,Ships,Trains,Trucks and Buses,Vintage Cars
10388,FunGiftIdeas.com,5951.44,44,100.0,150.0,-50.0,Motorcycles,6,S12_2823,2005-03-03,March,2005,Shipped,1,Medium Deal,0,1,0,Benitez,Violeta,5085552555,1785 First Street  ,New Bedford,MA,50553,USA,AMER,0,1,0,0,0,0,0
10403,"UK Collectables, Ltd.",8648.64,66,100.0,150.0,-50.0,Motorcycles,6,S12_2823,2005-04-08,April,2005,Shipped,2,Large Deal,0,0,1,Devon,Elizabeth,(171) 555-2282,Berkeley Gardens 12  Brewery  ,Liverpool,N/A,WX1 6LT,UK,EMEA,0,1,0,0,0,0,0
10417,Euro Shopping Channel,3447.78,21,100.0,150.0,-50.0,Motorcycles,1,S12_2823,2005-05-13,May,2005,Disputed,2,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,0,1,0,0,0,0,0
10104,Euro Shopping Channel,5958.5,34,100.0,151.0,-51.0,Classic Cars,1,S12_3148,2003-01-31,January,2003,Shipped,1,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10117,"Dragon Souveniers, Ltd.",5911.64,43,100.0,151.0,-51.0,Classic Cars,10,S12_3148,2003-04-16,April,2003,Shipped,2,Medium Deal,0,1,0,Natividad,Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Singapore,N/A,79903,Singapore,APAC,1,0,0,0,0,0,0
10127,Muscle Machine Inc,7366.44,46,100.0,151.0,-51.0,Classic Cars,3,S12_3148,2003-06-03,June,2003,Shipped,2,Large Deal,0,0,1,Young,Jeff,2125557413,4092 Furth Circle  Suite 400,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10142,Mini Gifts Distributors Ltd.,4985.64,33,100.0,151.0,-51.0,Classic Cars,13,S12_3148,2003-08-08,August,2003,Shipped,3,Medium Deal,0,1,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10153,Euro Shopping Channel,5393.64,42,100.0,151.0,-51.0,Classic Cars,12,S12_3148,2003-09-28,September,2003,Shipped,3,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10165,"Dragon Souveniers, Ltd.",4880.02,34,100.0,151.0,-51.0,Classic Cars,4,S12_3148,2003-10-22,October,2003,Shipped,4,Medium Deal,0,1,0,Natividad,Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Singapore,N/A,79903,Singapore,APAC,1,0,0,0,0,0,0
10176,L'ordine Souveniers,8378.69,47,100.0,151.0,-51.0,Classic Cars,3,S12_3148,2003-11-06,November,2003,Shipped,4,Large Deal,0,0,1,Moroni,Maurizio,0522-556555,Strada Provinciale 124  ,Reggio Emilia,N/A,42100,Italy,EMEA,1,0,0,0,0,0,0
10185,Mini Creations Ltd.,4038.21,33,100.0,151.0,-51.0,Classic Cars,14,S12_3148,2003-11-14,November,2003,Shipped,4,Medium Deal,0,1,0,Tam,Wing C,5085559555,4575 Hillside Dr.  ,New Bedford,MA,50553,USA,AMER,1,0,0,0,0,0,0
10196,Super Scale Inc.,3807.12,24,100.0,151.0,-51.0,Classic Cars,6,S12_3148,2003-11-26,November,2003,Shipped,4,Medium Deal,0,1,0,Murphy,Leslie,2035559545,567 North Pendale Street  ,New Haven,CT,97823,USA,AMER,1,0,0,0,0,0,0
10208,"Saveley & Henriot, Co.",3142.36,26,100.0,151.0,-51.0,Classic Cars,14,S12_3148,2004-01-02,January,2004,Shipped,1,Medium Deal,0,1,0,Saveley,Mary,78.32.5555,"2, rue du Commerce  ",Lyon,N/A,69004,France,EMEA,1,0,0,0,0,0,0
10220,"Clover Collections, Co.",4713.6,30,100.0,151.0,-51.0,Classic Cars,3,S12_3148,2004-02-12,February,2004,Shipped,1,Medium Deal,0,1,0,Cassidy,Dean,+353 1862 1555,25 Maiden Lane  Floor No. 4,Dublin,N/A,2,Ireland,EMEA,1,0,0,0,0,0,0
10230,"Blauer See Auto, Co.",7016.31,43,100.0,151.0,-51.0,Classic Cars,1,S12_3148,2004-03-15,March,2004,Shipped,1,Large Deal,0,0,1,Keitel,Roland,+49 69 66 90 2555,Lyonerstr. 34  ,Frankfurt,N/A,60528,Germany,EMEA,1,0,0,0,0,0,0
10247,Suominen Souveniers,4381.25,25,100.0,151.0,-51.0,Classic Cars,3,S12_3148,2004-05-05,May,2004,Shipped,2,Medium Deal,0,1,0,Suominen,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy  ",Espoo,N/A,FIN-02271,Finland,EMEA,1,0,0,0,0,0,0
10272,Diecast Classics Inc.,4283.01,27,100.0,151.0,-51.0,Classic Cars,3,S12_3148,2004-07-20,July,2004,Shipped,3,Medium Deal,0,1,0,Yu,Kyung,2155551555,7586 Pompton St.  ,Allentown,PA,70267,USA,AMER,1,0,0,0,0,0,0
10282,Mini Gifts Distributors Ltd.,4364.82,27,100.0,151.0,-51.0,Classic Cars,6,S12_3148,2004-08-20,August,2004,Shipped,3,Medium Deal,0,1,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10293,Amica Models & Co.,4242.24,24,100.0,151.0,-51.0,Classic Cars,9,S12_3148,2004-09-09,September,2004,Shipped,3,Medium Deal,0,1,0,Accorti,Paolo,011-4988555,Via Monte Bianco 34  ,Torino,N/A,10100,Italy,EMEA,1,0,0,0,0,0,0
10306,"AV Stores, Co.",4982.7,34,100.0,151.0,-51.0,Classic Cars,14,S12_3148,2004-10-14,October,2004,Shipped,4,Medium Deal,0,1,0,Ashworth,Victoria,(171) 555-1555,Fauntleroy Circus  ,Manchester,N/A,EC2 5NT,UK,EMEA,1,0,0,0,0,0,0
10314,Heintze Collectables,6393.54,46,100.0,151.0,-51.0,Classic Cars,6,S12_3148,2004-10-22,October,2004,Shipped,4,Medium Deal,0,1,0,Ibsen,Palle,86 21 3555,Smagsloget 45  ,Aaarhus,N/A,8200,Denmark,EMEA,1,0,0,0,0,0,0
10324,Vitachrome Inc.,1466.91,27,54.33,151.0,-96.67,Classic Cars,1,S12_3148,2004-11-05,November,2004,Shipped,4,Small Deal,1,0,0,Frick,Michael,2125551500,2678 Kingston Rd.  Suite 101,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10336,"La Corne D'abondance, Co.",4059.33,33,100.0,151.0,-51.0,Classic Cars,11,S12_3148,2004-11-20,November,2004,Shipped,4,Medium Deal,0,1,0,Bertrand,Marie,(1) 42.34.2555,"265, boulevard Charonne  ",Paris,N/A,75012,France,EMEA,1,0,0,0,0,0,0
10348,"Corrida Auto Replicas, Ltd",4801.52,47,100.0,151.0,-51.0,Classic Cars,4,S12_3148,2004-11-01,November,2004,Shipped,4,Medium Deal,0,1,0,Sommer,Mart�n,(91) 555 22 82,"C/ Araquil, 67  ",Madrid,N/A,28023,Spain,EMEA,1,0,0,0,0,0,0
10358,Euro Shopping Channel,2711.66,49,55.34,151.0,-95.66,Classic Cars,5,S12_3148,2004-12-10,December,2004,Shipped,4,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10372,"Tokyo Collectables, Ltd",5862.0,40,100.0,151.0,-51.0,Classic Cars,4,S12_3148,2005-01-26,January,2005,Shipped,1,Medium Deal,0,1,0,Shimamura,Akiko,+81 3 3584 0555,2-2-8 Roppongi  ,Minato-ku,Tokyo,106-0032,Japan,APAC,1,0,0,0,0,0,0
10382,Mini Gifts Distributors Ltd.,4071.85,37,100.0,151.0,-51.0,Classic Cars,11,S12_3148,2005-02-17,February,2005,Shipped,1,Medium Deal,0,1,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10413,Gift Depot Inc.,8236.75,47,100.0,151.0,-51.0,Classic Cars,3,S12_3148,2005-05-05,May,2005,Shipped,2,Large Deal,0,0,1,King,Julie,2035552570,25593 South Bay Ln.  ,Bridgewater,CT,97562,USA,AMER,1,0,0,0,0,0,0
10108,Cruz & Sons Co.,6130.35,45,100.0,117.0,-17.0,Classic Cars,4,S12_3380,2003-03-03,March,2003,Shipped,1,Medium Deal,0,1,0,Cruz,Arnold,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03  ,Makati City,N/A,1227 MM,Philippines,APAC,1,0,0,0,0,0,0
10122,Marseille Mini Autos,3693.34,37,99.82,117.0,-17.180000000000007,Classic Cars,8,S12_3380,2003-05-08,May,2003,Shipped,2,Medium Deal,0,1,0,Lebihan,Laurence,91.24.4555,"12, rue des Bouchers  ",Marseille,N/A,13008,France,EMEA,1,0,0,0,0,0,0
10135,Mini Gifts Distributors Ltd.,6031.68,48,100.0,117.0,-17.0,Classic Cars,5,S12_3380,2003-07-02,July,2003,Shipped,3,Medium Deal,0,1,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10147,Collectables For Less Inc.,3494.94,31,100.0,117.0,-17.0,Classic Cars,5,S12_3380,2003-09-05,September,2003,Shipped,3,Medium Deal,0,1,0,Nelson,Allen,6175558555,7825 Douglas Av.  ,Brickhaven,MA,58339,USA,AMER,1,0,0,0,0,0,0
10160,"Men 'R' US Retailers, Ltd.",5294.14,46,100.0,117.0,-17.0,Classic Cars,6,S12_3380,2003-10-11,October,2003,Shipped,4,Medium Deal,0,1,0,Chandler,Michael,2155554369,6047 Douglas Av.  ,Los Angeles,CA,N/A,USA,AMER,1,0,0,0,0,0,0
10170,Mini Auto Werke,5464.69,47,100.0,117.0,-17.0,Classic Cars,4,S12_3380,2003-11-04,November,2003,Shipped,4,Medium Deal,0,1,0,Mendel,Roland,7675-3555,Kirchgasse 6  ,Graz,N/A,8010,Austria,EMEA,1,0,0,0,0,0,0
10181,Herkku Gifts,2860.76,28,100.0,117.0,-17.0,Classic Cars,12,S12_3380,2003-11-12,November,2003,Shipped,4,Small Deal,1,0,0,Oeztan,Veysel,+47 2267 3215,"Drammen 121, PR 744 Sentrum  ",Bergen,N/A,N 5804,Norway,EMEA,1,0,0,0,0,0,0
10191,"Toms Spezialitten, Ltd",5590.0,40,100.0,117.0,-17.0,Classic Cars,1,S12_3380,2003-11-20,November,2003,Shipped,4,Medium Deal,0,1,0,Pfalzheim,Henriette,0221-5554327,Mehrheimerstr. 369  ,Koln,N/A,50739,Germany,EMEA,1,0,0,0,0,0,0
10203,Euro Shopping Channel,2254.8,20,100.0,117.0,-17.0,Classic Cars,6,S12_3380,2003-12-02,December,2003,Shipped,4,Small Deal,1,0,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10212,Euro Shopping Channel,4946.76,39,100.0,117.0,-17.0,Classic Cars,16,S12_3380,2004-01-16,January,2004,Shipped,1,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10225,"Vida Sport, Ltd",2495.5,25,99.82,117.0,-17.180000000000007,Classic Cars,7,S12_3380,2004-02-22,February,2004,Shipped,1,Small Deal,1,0,0,Holz,Michael,0897-034555,Grenzacherweg 237  ,Gensve,N/A,1203,Switzerland,EMEA,1,0,0,0,0,0,0
10238,Danish Wholesale Imports,3167.38,29,100.0,117.0,-17.0,Classic Cars,1,S12_3380,2004-04-09,April,2004,Shipped,2,Medium Deal,0,1,0,Petersen,Jytte,31 12 3555,Vinb'ltet 34  ,Kobenhavn,N/A,1734,Denmark,EMEA,1,0,0,0,0,0,0
10253,"UK Collectables, Ltd.",2402.84,22,100.0,117.0,-17.0,Classic Cars,11,S12_3380,2004-06-01,June,2004,Cancelled,2,Small Deal,1,0,0,Devon,Elizabeth,(171) 555-2282,Berkeley Gardens 12  Brewery  ,Liverpool,N/A,WX1 6LT,UK,EMEA,1,0,0,0,0,0,0
10266,L'ordine Souveniers,2454.54,22,100.0,117.0,-17.0,Classic Cars,12,S12_3380,2004-07-06,July,2004,Shipped,3,Small Deal,1,0,0,Moroni,Maurizio,0522-556555,Strada Provinciale 124  ,Reggio Emilia,N/A,42100,Italy,EMEA,1,0,0,0,0,0,0
10276,Online Mini Collectables,5464.69,47,100.0,117.0,-17.0,Classic Cars,1,S12_3380,2004-08-02,August,2004,Shipped,3,Medium Deal,0,1,0,Barajas,Miguel,6175557555,7635 Spinnaker Dr.  ,Brickhaven,MA,58339,USA,AMER,1,0,0,0,0,0,0
10287,"Vida Sport, Ltd",4756.5,45,100.0,117.0,-17.0,Classic Cars,10,S12_3380,2004-08-30,August,2004,Shipped,3,Medium Deal,0,1,0,Holz,Michael,0897-034555,Grenzacherweg 237  ,Gensve,N/A,1203,Switzerland,EMEA,1,0,0,0,0,0,0
10300,"Blauer See Auto, Co.",3984.6,29,100.0,117.0,-17.0,Classic Cars,3,S12_3380,2003-10-04,October,2003,Shipped,4,Medium Deal,0,1,0,Keitel,Roland,+49 69 66 90 2555,Lyonerstr. 34  ,Frankfurt,N/A,60528,Germany,EMEA,1,0,0,0,0,0,0
10310,"Toms Spezialitten, Ltd",3100.32,24,100.0,117.0,-17.0,Classic Cars,8,S12_3380,2004-10-16,October,2004,Shipped,4,Medium Deal,0,1,0,Pfalzheim,Henriette,0221-5554327,Mehrheimerstr. 369  ,Koln,N/A,50739,Germany,EMEA,1,0,0,0,0,0,0
10320,"Volvo Model Replicas, Co",4850.3,35,100.0,117.0,-17.0,Classic Cars,1,S12_3380,2004-11-03,November,2004,Shipped,4,Medium Deal,0,1,0,Berglund,Christina,0921-12 3555,Berguvsv�gen  8  ,Lule,N/A,S-958 22,Sweden,EMEA,1,0,0,0,0,0,0
10329,Land of Toys Inc.,3846.98,46,83.63,117.0,-33.370000000000005,Classic Cars,13,S12_3380,2004-11-15,November,2004,Shipped,4,Medium Deal,0,1,0,Yu,Kwai,2125557818,897 Long Airport Avenue  ,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10341,Salzburg Collectables,4220.92,44,95.93,117.0,-21.069999999999993,Classic Cars,1,S12_3380,2004-11-24,November,2004,Shipped,4,Medium Deal,0,1,0,Pipps,Georg,6562-9555,Geislweg 14  ,Salzburg,N/A,5020,Austria,EMEA,1,0,0,0,0,0,0
10363,Suominen Souveniers,3288.82,34,96.73,117.0,-20.269999999999996,Classic Cars,4,S12_3380,2005-01-06,January,2005,Shipped,1,Medium Deal,0,1,0,Suominen,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy  ",Espoo,N/A,FIN-02271,Finland,EMEA,1,0,0,0,0,0,0
10376,Boards & Toys Co.,3987.2,35,100.0,117.0,-17.0,Classic Cars,1,S12_3380,2005-02-08,February,2005,Shipped,1,Medium Deal,0,1,0,Young,Leslie,3105552373,4097 Douglas Av.  ,Glendale,CA,92561,USA,AMER,1,0,0,0,0,0,0
10389,Scandinavian Gift Ideas,1809.5,25,72.38,117.0,-44.620000000000005,Classic Cars,6,S12_3380,2005-03-03,March,2005,Shipped,1,Small Deal,1,0,0,Larsson,Maria,0695-34 6555,?kergatan 24  ,Boras,N/A,S-844 67,Sweden,EMEA,1,0,0,0,0,0,0
10419,Salzburg Collectables,1092.2,10,100.0,117.0,-17.0,Classic Cars,11,S12_3380,2005-05-17,May,2005,Shipped,2,Small Deal,1,0,0,Pipps,Georg,6562-9555,Geislweg 14  ,Salzburg,N/A,5020,Austria,EMEA,1,0,0,0,0,0,0
10105,Danish Wholesale Imports,4566.05,29,100.0,173.0,-73.0,Classic Cars,14,S12_3891,2003-02-11,February,2003,Shipped,1,Medium Deal,0,1,0,Petersen,Jytte,31 12 3555,Vinb'ltet 34  ,Kobenhavn,N/A,1734,Denmark,EMEA,1,0,0,0,0,0,0
10117,"Dragon Souveniers, Ltd.",5938.14,39,100.0,173.0,-73.0,Classic Cars,8,S12_3891,2003-04-16,April,2003,Shipped,2,Medium Deal,0,1,0,Natividad,Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Singapore,N/A,79903,Singapore,APAC,1,0,0,0,0,0,0
10127,Muscle Machine Inc,8138.76,42,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2003-06-03,June,2003,Shipped,2,Large Deal,0,0,1,Young,Jeff,2125557413,4092 Furth Circle  Suite 400,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10142,Mini Gifts Distributors Ltd.,9470.94,46,100.0,173.0,-73.0,Classic Cars,11,S12_3891,2003-08-08,August,2003,Shipped,3,Large Deal,0,0,1,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10153,Euro Shopping Channel,7036.89,49,100.0,173.0,-73.0,Classic Cars,10,S12_3891,2003-09-28,September,2003,Shipped,3,Large Deal,0,0,1,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10165,"Dragon Souveniers, Ltd.",5559.03,27,100.0,173.0,-73.0,Classic Cars,2,S12_3891,2003-10-22,October,2003,Shipped,4,Medium Deal,0,1,0,Natividad,Eric,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  ",Singapore,N/A,79903,Singapore,APAC,1,0,0,0,0,0,0
10176,L'ordine Souveniers,7872.5,50,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2003-11-06,November,2003,Shipped,4,Large Deal,0,0,1,Moroni,Maurizio,0522-556555,Strada Provinciale 124  ,Reggio Emilia,N/A,42100,Italy,EMEA,1,0,0,0,0,0,0
10185,Mini Creations Ltd.,7886.2,43,100.0,173.0,-73.0,Classic Cars,12,S12_3891,2003-11-14,November,2003,Shipped,4,Large Deal,0,0,1,Tam,Wing C,5085559555,4575 Hillside Dr.  ,New Bedford,MA,50553,USA,AMER,1,0,0,0,0,0,0
10196,Super Scale Inc.,7232.16,38,100.0,173.0,-73.0,Classic Cars,4,S12_3891,2003-11-26,November,2003,Shipped,4,Large Deal,0,0,1,Murphy,Leslie,2035559545,567 North Pendale Street  ,New Haven,CT,97823,USA,AMER,1,0,0,0,0,0,0
10208,"Saveley & Henriot, Co.",3114.4,20,100.0,173.0,-73.0,Classic Cars,12,S12_3891,2004-01-02,January,2004,Shipped,1,Medium Deal,0,1,0,Saveley,Mary,78.32.5555,"2, rue du Commerce  ",Lyon,N/A,69004,France,EMEA,1,0,0,0,0,0,0
10220,"Clover Collections, Co.",5045.22,27,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2004-02-12,February,2004,Shipped,1,Medium Deal,0,1,0,Cassidy,Dean,+353 1862 1555,25 Maiden Lane  Floor No. 4,Dublin,N/A,2,Ireland,EMEA,1,0,0,0,0,0,0
10231,CAF Imports,6952.12,49,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2004-03-19,March,2004,Shipped,1,Medium Deal,0,1,0,Fernandez,Jesus,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay  ",Madrid,N/A,28023,Spain,EMEA,1,0,0,0,0,0,0
10247,Suominen Souveniers,4157.73,27,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2004-05-05,May,2004,Shipped,2,Medium Deal,0,1,0,Suominen,Kalle,+358 9 8045 555,"Software Engineering Center, SEC Oy  ",Espoo,N/A,FIN-02271,Finland,EMEA,1,0,0,0,0,0,0
10272,Diecast Classics Inc.,7962.24,39,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2004-07-20,July,2004,Shipped,3,Large Deal,0,0,1,Yu,Kyung,2155551555,7586 Pompton St.  ,Allentown,PA,70267,USA,AMER,1,0,0,0,0,0,0
10282,Mini Gifts Distributors Ltd.,3778.8,24,100.0,173.0,-73.0,Classic Cars,4,S12_3891,2004-08-20,August,2004,Shipped,3,Medium Deal,0,1,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10293,Amica Models & Co.,8253.0,45,100.0,173.0,-73.0,Classic Cars,7,S12_3891,2004-09-09,September,2004,Shipped,3,Large Deal,0,0,1,Accorti,Paolo,011-4988555,Via Monte Bianco 34  ,Torino,N/A,10100,Italy,EMEA,1,0,0,0,0,0,0
10306,"AV Stores, Co.",3633.4,20,100.0,173.0,-73.0,Classic Cars,12,S12_3891,2004-10-14,October,2004,Shipped,4,Medium Deal,0,1,0,Ashworth,Victoria,(171) 555-1555,Fauntleroy Circus  ,Manchester,N/A,EC2 5NT,UK,EMEA,1,0,0,0,0,0,0
10314,Heintze Collectables,6913.8,36,100.0,173.0,-73.0,Classic Cars,4,S12_3891,2004-10-22,October,2004,Shipped,4,Medium Deal,0,1,0,Ibsen,Palle,86 21 3555,Smagsloget 45  ,Aaarhus,N/A,8200,Denmark,EMEA,1,0,0,0,0,0,0
10325,Baane Mini Imports,2583.6,24,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2004-11-05,November,2004,Shipped,4,Small Deal,1,0,0,Bergulfsen,Jonas,07-98 9555,Erling Skakkes gate 78  ,Stavern,N/A,4110,Norway,EMEA,1,0,0,0,0,0,0
10336,"La Corne D'abondance, Co.",3105.62,49,63.38,173.0,-109.62,Classic Cars,1,S12_3891,2004-11-20,November,2004,Shipped,4,Medium Deal,0,1,0,Bertrand,Marie,(1) 42.34.2555,"265, boulevard Charonne  ",Paris,N/A,75012,France,EMEA,1,0,0,0,0,0,0
10349,Muscle Machine Inc,4408.56,26,100.0,173.0,-73.0,Classic Cars,10,S12_3891,2004-12-01,December,2004,Shipped,4,Medium Deal,0,1,0,Young,Jeff,2125557413,4092 Furth Circle  Suite 400,NYC,NY,10022,USA,AMER,1,0,0,0,0,0,0
10359,Reims Collectables,3042.41,49,62.09,173.0,-110.91,Classic Cars,5,S12_3891,2004-12-15,December,2004,Shipped,4,Medium Deal,0,1,0,Henriot,Paul,26.47.1555,59 rue de l'Abbaye  ,Reims,N/A,51100,France,EMEA,1,0,0,0,0,0,0
10372,"Tokyo Collectables, Ltd",5941.5,34,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2005-01-26,January,2005,Shipped,1,Medium Deal,0,1,0,Shimamura,Akiko,+81 3 3584 0555,2-2-8 Roppongi  ,Minato-ku,Tokyo,106-0032,Japan,APAC,1,0,0,0,0,0,0
10382,Mini Gifts Distributors Ltd.,3241.9,34,95.35,173.0,-77.65,Classic Cars,12,S12_3891,2005-02-17,February,2005,Shipped,1,Medium Deal,0,1,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10396,Mini Gifts Distributors Ltd.,6109.29,33,100.0,173.0,-73.0,Classic Cars,3,S12_3891,2005-03-23,March,2005,Shipped,1,Medium Deal,0,1,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10413,Gift Depot Inc.,3387.78,22,100.0,173.0,-73.0,Classic Cars,1,S12_3891,2005-05-05,May,2005,Shipped,2,Medium Deal,0,1,0,King,Julie,2035552570,25593 South Bay Ln.  ,Bridgewater,CT,97562,USA,AMER,1,0,0,0,0,0,0
10108,Cruz & Sons Co.,3485.82,39,89.38,79.0,10.379999999999995,Classic Cars,7,S12_3990,2003-03-03,March,2003,Shipped,1,Medium Deal,0,1,0,Cruz,Arnold,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03  ,Makati City,N/A,1227 MM,Philippines,APAC,1,0,0,0,0,0,0
10122,Marseille Mini Autos,2042.88,32,63.84,79.0,-15.159999999999997,Classic Cars,11,S12_3990,2003-05-08,May,2003,Shipped,2,Small Deal,1,0,0,Lebihan,Laurence,91.24.4555,"12, rue des Bouchers  ",Marseille,N/A,13008,France,EMEA,1,0,0,0,0,0,0
10135,Mini Gifts Distributors Ltd.,1800.24,24,75.01,79.0,-3.989999999999995,Classic Cars,8,S12_3990,2003-07-02,July,2003,Shipped,3,Small Deal,1,0,0,Nelson,Valarie,4155551450,5677 Strong St.  ,San Rafael,CA,97562,USA,AMER,1,0,0,0,0,0,0
10147,Collectables For Less Inc.,1340.64,21,63.84,79.0,-15.159999999999997,Classic Cars,8,S12_3990,2003-09-05,September,2003,Shipped,3,Small Deal,1,0,0,Nelson,Allen,6175558555,7825 Douglas Av.  ,Brickhaven,MA,58339,USA,AMER,1,0,0,0,0,0,0
10159,Corporate Gift Ideas Co.,1762.08,24,73.42,79.0,-5.579999999999998,Classic Cars,3,S12_3990,2003-10-10,October,2003,Shipped,4,Small Deal,1,0,0,Brown,Julie,6505551386,7734 Strong St.  ,San Francisco,CA,N/A,USA,AMER,1,0,0,0,0,0,0
10169,"Anna's Decorations, Ltd",2298.24,36,63.84,79.0,-15.159999999999997,Classic Cars,3,S12_3990,2003-11-04,November,2003,Shipped,4,Small Deal,1,0,0,O'Hara,Anna,02 9936 8555,201 Miller Street  Level 15,North Sydney,NSW,2060,Australia,APAC,1,0,0,0,0,0,0
10181,Herkku Gifts,1628.0,20,81.4,79.0,2.4000000000000057,Classic Cars,15,S12_3990,2003-11-12,November,2003,Shipped,4,Small Deal,1,0,0,Oeztan,Veysel,+47 2267 3215,"Drammen 121, PR 744 Sentrum  ",Bergen,N/A,N 5804,Norway,EMEA,1,0,0,0,0,0,0
10191,"Toms Spezialitten, Ltd",1939.2,30,64.64,79.0,-14.36,Classic Cars,4,S12_3990,2003-11-20,November,2003,Shipped,4,Small Deal,1,0,0,Pfalzheim,Henriette,0221-5554327,Mehrheimerstr. 369  ,Koln,N/A,50739,Germany,EMEA,1,0,0,0,0,0,0
10203,Euro Shopping Channel,3651.56,44,82.99,79.0,3.989999999999995,Classic Cars,9,S12_3990,2003-12-02,December,2003,Shipped,4,Medium Deal,0,1,0,Freyre,Diego,(91) 555 94 44,"C/ Moralzarzal, 86  ",Madrid,N/A,28034,Spain,EMEA,1,0,0,0,0,0,0
10211,Auto Canal Petit,2591.96,28,92.57,79.0,13.569999999999993,Classic Cars,3,S12_3990,2004-01-15,January,2004,Shipped,1,Small Deal,1,0,0,Perrier,Dominique,(1) 47.55.6555,"25, rue Lauriston  ",Paris,N/A,75016,France,EMEA,1,0,0,0,0,0,0
10225,"Vida Sport, Ltd",2864.17,37,77.41,79.0,-1.5900000000000034,Classic Cars,10,S12_3990,2004-02-22,February,2004,Shipped,1,Small Deal,1,0,0,Holz,Michael,0897-034555,Grenzacherweg 237  ,Gensve,N/A,1203,Switzerland,EMEA,1,0,0,0,0,0,0
10238,Danish Wholesale Imports,1484.2,20,74.21,79.0,-4.790000000000006,Classic Cars,4,S12_3990,2004-04-09,April,2004,Shipped,2,Small Deal,1,0,0,Petersen,Jytte,31 12 3555,Vinb'ltet 34  ,Kobenhavn,N/A,1734,Denmark,EMEA,1,0,0,0,0,0,0
